Player,Team,Possessions,2P%,2PA,3P%,3PA,Turnover%,ShootingFoul%,PersonalFoul%
Eric Gaines,LSU,0,NA,0,NA,0,NA,NA,NA
Cameron Thomas,LSU,0,NA,0,NA,0,NA,NA,NA
Shareef O'Neal,LSU,0,NA,0,NA,0,NA,NA,NA
Aundre Hyatt,LSU,42,0.5333333333333333,15,0.26666666666666666,15,0.21428571428571427,0.07692307692307693,0.20512820512820512
Isaac Elsasser,Bowling Green,0,NA,0,NA,0,NA,NA,NA
Justin Turner,Bowling Green,74,0.5405405405405406,37,0.2857142857142857,14,0.20270270270270271,0.1232876712328767,0.1917808219178082
Josiah Fulcher,Bowling Green,0,NA,0,NA,0,NA,NA,NA
Davin Zeigler,Bowling Green,0,NA,0,NA,0,NA,NA,NA
Daeqwon Plowden,Bowling Green,57,0.5517241379310345,29,0.3333333333333333,12,0.17543859649122806,0.12280701754385964,0.15789473684210525
Chandler Turner,Bowling Green,0,NA,0,NA,0,NA,NA,NA
Jacob Washington,Bowling Green,0,NA,0,NA,0,NA,NA,NA
Trey Diggs,Bowling Green,34,0.5384615384615384,13,0.6,5,0.23529411764705882,0.05714285714285714,0.2857142857142857
Cam Young,Bowling Green,0,NA,0,NA,0,NA,NA,NA
Kaden Metheny,Bowling Green,0,NA,0,NA,0,NA,NA,NA
Caleb Fields,Bowling Green,67,0.5,34,0.3076923076923077,13,0.19402985074626866,0.1323529411764706,0.14705882352941177
Jackson Watson,Bowling Green,0,NA,0,NA,0,NA,NA,NA
Matiss Kulackovskis,Bowling Green,12,0.25,4,0.6,5,0.3333333333333333,0,0.2
Dylan Swingle,Bowling Green,11,0.6666666666666666,6,0.5,2,0.36363636363636365,0.1,0.1
A.J. McGinnis,UNC Greensboro,0,NA,0,NA,0,NA,NA,NA
Isaiah Miller,UNC Greensboro,41,0.45,20,0.5384615384615384,13,0.17073170731707318,0.09523809523809523,0.19047619047619047
Michael Hueitt Jr.,UNC Greensboro,27,0.6428571428571429,14,0.3076923076923077,13,0.1111111111111111,0.14285714285714285,0.07142857142857142
Arnas Adomavicius,UNC Greensboro,0,NA,0,NA,0,NA,NA,NA
Reggie Raynor,UNC Greensboro,0,NA,0,NA,0,NA,NA,NA
Hayden Koval,UNC Greensboro,133,0.5783132530120482,83,0.5897435897435898,39,0.15789473684210525,0.06299212598425197,0.11811023622047244
Dericko Williams,UNC Greensboro,0,NA,0,NA,0,NA,NA,NA
Kaleb Hunter,UNC Greensboro,51,0.5416666666666666,24,0.3888888888888889,18,0.13725490196078433,0.04081632653061224,0.20408163265306123
Kobe Langley,UNC Greensboro,0,NA,0,NA,0,NA,NA,NA
Angelo Allegri,UNC Greensboro,32,0.3125,16,0.3076923076923077,13,0.1875,0.09375,0.1875
Khyre Thompson,UNC Greensboro,0,NA,0,NA,0,NA,NA,NA
J.C. Tharrington,UNC Greensboro,0,NA,0,NA,0,NA,NA,NA
Mohammed Abdulsalam,UNC Greensboro,13,0.2857142857142857,7,0.5,4,0.3076923076923077,0.15384615384615385,0.15384615384615385
Keyshaun Langley,UNC Greensboro,33,0.4,15,0.4375,16,0.15151515151515152,0.058823529411764705,0.17647058823529413
Jarrett Hensley,UNC Greensboro,0,NA,0,NA,0,NA,NA,NA
Ryan Tankelewicz,UNC Greensboro,0,NA,0,NA,0,NA,NA,NA
Bas Leyte,UNC Greensboro,13,0.4,5,0.3333333333333333,6,0.23076923076923078,0,0.08333333333333333
Jake Furgerson,Weber State,0,NA,0,NA,0,NA,NA,NA
Tavian Percy,Weber State,0,NA,0,NA,0,NA,NA,NA
Michal Kozak,Weber State,32,0.6538461538461539,26,0.3,10,0.0625,0.15151515151515152,0.12121212121212122
Mitch Brizee,Weber State,0,NA,0,NA,0,NA,NA,NA
Hunter Humphrey,Weber State,0,NA,0,NA,0,NA,NA,NA
Dillon Jones,Weber State,0,NA,0,NA,0,NA,NA,NA
Isiah Brown,Weber State,0,NA,0,NA,0,NA,NA,NA
Seikou Sisoho Jawara,Weber State,0,NA,0,NA,0,NA,NA,NA
Darweshi Hunter,Weber State,0,NA,0,NA,0,NA,NA,NA
Cody Carlson,Weber State,0,NA,0,NA,0,NA,NA,NA
David Nzekwesi,Weber State,38,0.5185185185185185,27,0.42105263157894735,19,0.13157894736842105,0.02564102564102564,0.15384615384615385
KJ Cunningham,Weber State,45,0.6060606060606061,33,0.4,10,0.17777777777777778,0.045454545454545456,0.06818181818181818
Zahir Porter,Weber State,0,NA,0,NA,0,NA,NA,NA
Dontay Bassett,Weber State,14,0.4,5,0.3,10,0.21428571428571427,0,0.23076923076923078
Josh Sanders,Weber State,0,NA,0,NA,0,NA,NA,NA
Donatas Kupsas,Weber State,47,0.6571428571428571,35,0.45454545454545453,11,0.14893617021276595,0.11363636363636363,0.06818181818181818
Kham Davis,Weber State,0,NA,0,NA,0,NA,NA,NA
Nate Roberts,Washington,2,0,1,0,1,0,0,0
Travis Rice,Washington,0,NA,0,NA,0,NA,NA,NA
Dominiq Penn,Washington,0,NA,0,NA,0,NA,NA,NA
Noah Neubauer,Washington,0,NA,0,NA,0,NA,NA,NA
Hameir Wright,Washington,102,0.288135593220339,59,0.28125,32,0.21568627450980393,0.07692307692307693,0.07692307692307693
Reagan Lundeen,Washington,0,NA,0,NA,0,NA,NA,NA
Quade Green,Washington,111,0.375,56,0.358974358974359,39,0.2072072072072072,0.09649122807017543,0.09649122807017543
Marcus Tsohonis,Washington,0,NA,0,NA,0,NA,NA,NA
Nate Pryor,Washington,0,NA,0,NA,0,NA,NA,NA
Raequan Battle,Washington,0,NA,0,NA,0,NA,NA,NA
Cole Bajema,Washington,0,NA,0,NA,0,NA,NA,NA
J'Raan Brooks,Washington,0,NA,0,NA,0,NA,NA,NA
Griff Hopkins,Washington,0,NA,0,NA,0,NA,NA,NA
Jamal Bey,Washington,63,0.3023255813953488,43,0.375,16,0.23809523809523808,0.0847457627118644,0.1016949152542373
Riley Sorn,Washington,0,NA,0,NA,0,NA,NA,NA
Jonah Geron,Washington,0,NA,0,NA,0,NA,NA,NA
Kyle Luttinen,Washington,0,NA,0,NA,0,NA,NA,NA
Erik Stevenson,Washington,0,NA,0,NA,0,NA,NA,NA
Alex Christie,Stony Brook,1,1,1,NA,0,0,NA,NA
Tyler Stephenson-Moore,Stony Brook,0,NA,0,NA,0,NA,NA,NA
Lenny Kadisha,Stony Brook,0,NA,0,NA,0,NA,NA,NA
Tavin Pierre Philippe,Stony Brook,14,0.5454545454545454,11,0.4,5,0.07142857142857142,0,0.3076923076923077
Omar Habwe,Stony Brook,34,0.3684210526315789,19,0.2222222222222222,9,0.2647058823529412,0.16666666666666666,0.1
Jaden Sayles,Stony Brook,0,NA,0,NA,0,NA,NA,NA
Juwan White,Stony Brook,0,NA,0,NA,0,NA,NA,NA
Jordan McKenzie,Stony Brook,22,0.2,15,0.5,6,0.22727272727272727,0.08333333333333333,0.25
Leighton Elliott-Sewell,Stony Brook,0,NA,0,NA,0,NA,NA,NA
Juan Felix Rodriguez,Stony Brook,0,NA,0,NA,0,NA,NA,NA
Frankie Policelli,Stony Brook,0,NA,0,NA,0,NA,NA,NA
Mouhamadou Gueye,Stony Brook,53,0.46153846153846156,39,0.3076923076923077,13,0.09433962264150944,0.0784313725490196,0.11764705882352941
Tykei Greene,Stony Brook,0,NA,0,NA,0,NA,NA,NA
Mohamed Diallo,Stony Brook,0,NA,0,NA,0,NA,NA,NA
Andrew Jones,Texas,34,0.4117647058823529,17,0.5,12,0.29411764705882354,0.03125,0.0625
Greg Brown III,Texas,0,NA,0,NA,0,NA,NA,NA
Drayton Whiteside,Texas,0,NA,0,NA,0,NA,NA,NA
Jase Febres,Texas,58,0.3902439024390244,41,0.42857142857142855,14,0.2413793103448276,0.0847457627118644,0.11864406779661017
Blake Nevins,Texas,0,NA,0,NA,0,NA,NA,NA
Matt Coleman III,Texas,60,0.3953488372093023,43,0.5,14,0.23333333333333334,0.07936507936507936,0.1111111111111111
Jericho Sims,Texas,28,0.47368421052631576,19,0.25,4,0.32142857142857145,0.06666666666666667,0.13333333333333333
Donovan Williams,Texas,2,0,1,1,1,0,0,0
Kamaka Hepa,Texas,1,1,1,NA,0,0,0,0
Royce Hamm Jr.,Texas,21,0.2857142857142857,14,0.5555555555555556,9,0.19047619047619047,0.15789473684210525,0.10526315789473684
Kai Jones,Texas,0,NA,0,NA,0,NA,NA,NA
Andrew Deutser,Texas,0,NA,0,NA,0,NA,NA,NA
Courtney Ramey,Texas,43,0.34285714285714286,35,0.46153846153846156,13,0.13953488372093023,0.08888888888888889,0.13333333333333333
Brock Cunningham,Texas,0,NA,0,NA,0,NA,NA,NA
K.J. Simon,Bethune-Cookman,0,NA,0,NA,0,NA,NA,NA
Kendall Bean,Bethune-Cookman,0,NA,0,NA,0,NA,NA,NA
Khalyl Simmons,Bethune-Cookman,0,NA,0,NA,0,NA,NA,NA
Zen Goodridge,Bethune-Cookman,4,0,1,0.5,2,0,0,0.25
Jeff Coulanges,Bethune-Cookman,0,NA,0,NA,0,NA,NA,NA
Shakur Poteat,Bethune-Cookman,0,NA,0,NA,0,NA,NA,NA
Justyn King,Bethune-Cookman,41,0.5555555555555556,18,0.36363636363636365,11,0.2682926829268293,0.05128205128205128,0.1282051282051282
Calvin Poulina,Bethune-Cookman,0,NA,0,NA,0,NA,NA,NA
Mikey West,Bethune-Cookman,0,NA,0,NA,0,NA,NA,NA
Collins Joseph,Bethune-Cookman,0,NA,0,NA,0,NA,NA,NA
Alex Ismail,Bethune-Cookman,0,NA,0,NA,0,NA,NA,NA
Matthew Mondesir,Bethune-Cookman,0,NA,0,NA,0,NA,NA,NA
Dequan Morris,Arkansas-Pine Bluff,66,0.7741935483870968,31,0.3125,16,0.18181818181818182,0.1791044776119403,0.13432835820895522
Rylan Woods,Arkansas-Pine Bluff,0,NA,0,NA,0,NA,NA,NA
Jalen Lynn,Arkansas-Pine Bluff,0,NA,0,NA,0,NA,NA,NA
Daveon Doolittle,Arkansas-Pine Bluff,0,NA,0,NA,0,NA,NA,NA
Robert Boyd,Arkansas-Pine Bluff,41,0.7222222222222222,18,0.35714285714285715,14,0.17073170731707318,0.15,0.125
Kshun Stokes,Arkansas-Pine Bluff,0,NA,0,NA,0,NA,NA,NA
Alvin Stredic Jr.,Arkansas-Pine Bluff,19,0.7,10,0,3,0.2631578947368421,0.15789473684210525,0.21052631578947367
Travonta Doolittle,Arkansas-Pine Bluff,0,NA,0,NA,0,NA,NA,NA
George Ivory III,Arkansas-Pine Bluff,0,NA,0,NA,0,NA,NA,NA
Joshuwan Johnson,Arkansas-Pine Bluff,0,NA,0,NA,0,NA,NA,NA
Cameron Posey,Arkansas-Pine Bluff,0,NA,0,NA,0,NA,NA,NA
Markedric Bell,Arkansas-Pine Bluff,40,0.85,20,0.375,16,0.125,0.18181818181818182,0.11363636363636363
Kobe Hargrove,Arkansas-Pine Bluff,0,NA,0,NA,0,NA,NA,NA
Omar Parchman,Arkansas-Pine Bluff,0,NA,0,NA,0,NA,NA,NA
Nicholas Jones,Arkansas-Pine Bluff,0,NA,0,NA,0,NA,NA,NA
Shaun Doss,Arkansas-Pine Bluff,49,0.7692307692307693,26,0.2727272727272727,11,0.14285714285714285,0.20833333333333334,0.14583333333333334
Terrance Banyard,Arkansas-Pine Bluff,37,0.8888888888888888,18,0.3333333333333333,12,0.16216216216216217,0.1794871794871795,0.1282051282051282
Antwan Walker,Rhode Island,0,NA,0,NA,0,NA,NA,NA
Jeremy Sheppard,Rhode Island,0,NA,0,NA,0,NA,NA,NA
Makhel Mitchell,Rhode Island,15,0.5,12,0.2,5,0.06666666666666667,0.23076923076923078,0.15384615384615385
Ileri Ayo-Faleye,Rhode Island,0,NA,0,NA,0,NA,NA,NA
Umberto Brusadin,Rhode Island,0,NA,0,NA,0,NA,NA,NA
Jermaine Harris,Rhode Island,35,0.4444444444444444,18,0.375,8,0.34285714285714286,0.030303030303030304,0.09090909090909091
Malik Martin,Rhode Island,0,NA,0,NA,0,NA,NA,NA
Ishmael Leggett,Rhode Island,0,NA,0,NA,0,NA,NA,NA
Jalen Carey,Rhode Island,24,0.5,8,0.07692307692307693,13,0.25,0.041666666666666664,0.08333333333333333
Makhi Mitchell,Rhode Island,30,0.4666666666666667,15,0.4,10,0.26666666666666666,0.03333333333333333,0.16666666666666666
Brandon Borde,Rhode Island,0,NA,0,NA,0,NA,NA,NA
Allen Betrand,Rhode Island,0,NA,0,NA,0,NA,NA,NA
D.J. Johnson,Rhode Island,0,NA,0,NA,0,NA,NA,NA
Tres Berry,Rhode Island,0,NA,0,NA,0,NA,NA,NA
Devonaire Doutrive,Boise State,0,NA,0,NA,0,NA,NA,NA
Emmanuel Akot,Boise State,0,NA,0,NA,0,NA,NA,NA
Max Rice,Boise State,24,0.625,16,1,6,0.08333333333333333,0.11538461538461539,0.038461538461538464
Abu Kigab,Boise State,0,NA,0,NA,0,NA,NA,NA
Pavle Kuzmanovic,Boise State,0,NA,0,NA,0,NA,NA,NA
Donovan Ivory,Boise State,6,0.3333333333333333,3,0,3,0.5,0,0.16666666666666666
Burke Smith,Boise State,0,NA,0,NA,0,NA,NA,NA
Naje Smith,Boise State,0,NA,0,NA,0,NA,NA,NA
Lukas Milner,Boise State,0,NA,0,NA,0,NA,NA,NA
Kasean Pryor,Boise State,0,NA,0,NA,0,NA,NA,NA
Sam Winter,Boise State,0,NA,0,NA,0,NA,NA,NA
Marcus Shaver Jr.,Boise State,0,NA,0,NA,0,NA,NA,NA
Mladen Armus,Boise State,0,NA,0,NA,0,NA,NA,NA
Rayj Dennis,Boise State,29,0.7058823529411765,17,0.6666666666666666,6,0.1724137931034483,0.0967741935483871,0.06451612903225806
Derrick Alston,Boise State,68,0.717948717948718,39,0.6,15,0.17647058823529413,0.10144927536231885,0.043478260869565216
Raiquan Gray,Florida State,38,0.25,16,0.21428571428571427,14,0.3157894736842105,0.10526315789473684,0.10526315789473684
Scottie Barnes,Florida State,0,NA,0,NA,0,NA,NA,NA
Harrison Prieto,Florida State,0,NA,0,NA,0,NA,NA,NA
M.J. Walker,Florida State,56,0.38461538461538464,26,0.125,16,0.2857142857142857,0.14814814814814814,0.1111111111111111
Sardaar Calhoun,Florida State,0,NA,0,NA,0,NA,NA,NA
Isaac Spainhour,Florida State,0,NA,0,NA,0,NA,NA,NA
Tanor Ngom,Florida State,0,NA,0,NA,0,NA,NA,NA
Justin Lindner,Florida State,0,NA,0,NA,0,NA,NA,NA
Nathanael Jack,Florida State,0,NA,0,NA,0,NA,NA,NA
Will Miles,Florida State,0,NA,0,NA,0,NA,NA,NA
Cleveland Yates,Florida State,0,NA,0,NA,0,NA,NA,NA
Rayquan Evans,Florida State,0,NA,0,NA,0,NA,NA,NA
Malik Osborne,Florida State,42,0.3333333333333333,18,0.13333333333333333,15,0.3333333333333333,0.16666666666666666,0.07142857142857142
Wyatt Wilkes,Florida State,10,0.16666666666666666,6,0,4,0.2,0.1111111111111111,0.1111111111111111
Anthony Polite,Florida State,29,0.3888888888888889,18,0.3333333333333333,9,0.1724137931034483,0.19230769230769232,0.07692307692307693
Travis Light,Florida State,0,NA,0,NA,0,NA,NA,NA
Quincy Ballard,Florida State,0,NA,0,NA,0,NA,NA,NA
Max Thorpe,Florida State,0,NA,0,NA,0,NA,NA,NA
Balsa Koprivica,Florida State,9,0.3333333333333333,3,0.4,5,0.1111111111111111,0.2222222222222222,0.1111111111111111
Michael Akuchie,Youngstown State,41,0.6774193548387096,31,0.36363636363636365,11,0.07317073170731707,0.046511627906976744,0.11627906976744186
Cheick Traore,Youngstown State,0,NA,0,NA,0,NA,NA,NA
William Dunn,Youngstown State,0,NA,0,NA,0,NA,NA,NA
Garrett Covington,Youngstown State,39,0.6538461538461539,26,0.4,10,0.1794871794871795,0.05263157894736842,0.07894736842105263
Greyson Kelley,Youngstown State,0,NA,0,NA,0,NA,NA,NA
Carson Ryan,Youngstown State,0,NA,0,NA,0,NA,NA,NA
Myles Hunter,Youngstown State,0,NA,0,NA,0,NA,NA,NA
Alex Vargo,Youngstown State,0,NA,0,NA,0,NA,NA,NA
Geoff Hamperian,Youngstown State,1,1,1,NA,0,0,0,0
Kenny Ganley Jr.,Youngstown State,0,NA,0,NA,0,NA,NA,NA
Christian Bentley,Youngstown State,17,0.2222222222222222,9,0.4,10,0,0.05555555555555555,0.16666666666666666
Shemar Rathan-Mayes,Youngstown State,0,NA,0,NA,0,NA,NA,NA
Daniel Ogoro,Youngstown State,0,NA,0,NA,0,NA,NA,NA
Jamir Thomas,Youngstown State,37,0.42105263157894735,19,0.21428571428571427,14,0.10810810810810811,0.058823529411764705,0.11764705882352941
Trey Sides,Youngstown State,43,0.7272727272727273,22,0.23529411764705882,17,0.13953488372093023,0.11904761904761904,0.11904761904761904
Naz Bohannon,Youngstown State,57,0.6285714285714286,35,0.3684210526315789,19,0.12280701754385964,0.07272727272727272,0.09090909090909091
Caleb Bates,Massachusetts-Lowell,0,NA,0,NA,0,NA,NA,NA
Richie Greaves,Massachusetts-Lowell,0,NA,0,NA,0,NA,NA,NA
Max Brooks,Massachusetts-Lowell,0,NA,0,NA,0,NA,NA,NA
Obadiah Noel,Massachusetts-Lowell,61,0.6071428571428571,28,0.4090909090909091,22,0.19672131147540983,0.11290322580645161,0.16129032258064516
Darion Jordan-Thomas,Massachusetts-Lowell,0,NA,0,NA,0,NA,NA,NA
Ron Mitchell,Massachusetts-Lowell,22,0.6,10,0.16666666666666666,6,0.22727272727272727,0.13636363636363635,0.13636363636363635
Anthony Blunt,Massachusetts-Lowell,0,NA,0,NA,0,NA,NA,NA
Bryce Daley,Massachusetts-Lowell,0,NA,0,NA,0,NA,NA,NA
Charlie Russell Jr.,Massachusetts-Lowell,0,NA,0,NA,0,NA,NA,NA
Gregory Hammond,Massachusetts-Lowell,7,0.5,4,0,1,0.2857142857142857,0,0
Allin Blunt,Massachusetts-Lowell,19,0.7142857142857143,7,0.6666666666666666,6,0.3157894736842105,0.16666666666666666,0.16666666666666666
Kalil Thomas,Massachusetts-Lowell,22,0.6,15,0.4,5,0.09090909090909091,0.16666666666666666,0.16666666666666666
Connor Withers,Massachusetts-Lowell,52,0.5925925925925926,27,0.35294117647058826,17,0.19230769230769232,0.12727272727272726,0.12727272727272726
Salif Boudie,Massachusetts-Lowell,0,NA,0,NA,0,NA,NA,NA
Jayvis Harvey,James Madison,27,0.6111111111111112,18,0.1,10,0.07407407407407407,0.06896551724137931,0.034482758620689655
Julien Wooden,James Madison,26,0.5,14,0.1,10,0.19230769230769232,0.11538461538461539,0.07692307692307693
TJ Taylor,James Madison,0,NA,0,NA,0,NA,NA,NA
Terrence Edwards,James Madison,0,NA,0,NA,0,NA,NA,NA
Michael Christmas,James Madison,42,0.4642857142857143,28,0.21428571428571427,14,0.14285714285714285,0.11904761904761904,0.023809523809523808
Matt Lewis,James Madison,61,0.5135135135135135,37,0.14285714285714285,21,0.14754098360655737,0.11864406779661017,0.01694915254237288
Jalen Hodge,James Madison,0,NA,0,NA,0,NA,NA,NA
Vado Morse,James Madison,59,0.5161290322580645,31,0.3125,16,0.2542372881355932,0.12727272727272726,0.10909090909090909
Rashawn Fredericks,James Madison,0,NA,0,NA,0,NA,NA,NA
Tyce McNair,James Madison,0,NA,0,NA,0,NA,NA,NA
Hollman Smith,James Madison,0,NA,0,NA,0,NA,NA,NA
Joel Mensah,James Madison,0,NA,0,NA,0,NA,NA,NA
Terell Strickland,James Madison,0,NA,0,NA,0,NA,NA,NA
Zach Jacobs,James Madison,62,0.5263157894736842,38,0.18181818181818182,22,0.16129032258064516,0.1,0.03333333333333333
Justin Amadi,James Madison,0,NA,0,NA,0,NA,NA,NA
Yarden Willis,Binghamton,48,0.6,35,0.3333333333333333,21,0.0625,0.12244897959183673,0.08163265306122448
Thomas Bruce,Binghamton,0,NA,0,NA,0,NA,NA,NA
Dan Petcash,Binghamton,22,0.5,16,0.16666666666666666,6,0.09090909090909091,0.09523809523809523,0.14285714285714285
Ogheneyole Akuwovo,Binghamton,0,NA,0,NA,0,NA,NA,NA
George Tinsley,Binghamton,65,0.6304347826086957,46,0.30434782608695654,23,0.046153846153846156,0.13846153846153847,0.07692307692307693
Bryce Beamer,Binghamton,0,NA,0,NA,0,NA,NA,NA
Leo Gallagher,Binghamton,8,0.8333333333333334,6,0,3,0.125,0.14285714285714285,0.2857142857142857
Hunter Crist,Binghamton,11,0.4444444444444444,9,0.6666666666666666,3,0,0,0.21428571428571427
Ador Athuai,Binghamton,17,0.75,12,0,3,0.058823529411764705,0.125,0.1875
Tyler Bertram,Binghamton,0,NA,0,NA,0,NA,NA,NA
Alex Brodsky,Binghamton,0,NA,0,NA,0,NA,NA,NA
Kellen Amos,Binghamton,0,NA,0,NA,0,NA,NA,NA
Hakon Hjalmarsson,Binghamton,23,0.5625,16,0.14285714285714285,7,0.043478260869565216,0.125,0.125
Tommy Dempsey,Binghamton,0,NA,0,NA,0,NA,NA,NA
Christian Hinckson,Binghamton,0,NA,0,NA,0,NA,NA,NA
Tyler Underwood,Illinois,2,0,1,1,1,0.5,0,0
Jacob Grandison,Illinois,0,NA,0,NA,0,NA,NA,NA
Brandon Lieb,Illinois,0,NA,0,NA,0,NA,NA,NA
Andre Curbelo,Illinois,0,NA,0,NA,0,NA,NA,NA
Jermaine Hamlin,Illinois,2,0,1,1,1,0.5,0,0
Adam Miller,Illinois,0,NA,0,NA,0,NA,NA,NA
Austin Hutcherson,Illinois,0,NA,0,NA,0,NA,NA,NA
Edgar Padilla Jr.,Illinois,0,NA,0,NA,0,NA,NA,NA
Benjamin Bosmans-Verdonk,Illinois,9,0.3333333333333333,3,1,3,0.3333333333333333,0,0.1
Ayo Dosunmu,Illinois,65,0.6,40,0.3076923076923077,13,0.18461538461538463,0.031746031746031744,0.1746031746031746
Connor Serven,Illinois,0,NA,0,NA,0,NA,NA,NA
Giorgi Bezhanishvili,Illinois,41,0.6333333333333333,30,0.16666666666666666,6,0.14634146341463414,0.023255813953488372,0.20930232558139536
Zach Griffith,Illinois,0,NA,0,NA,0,NA,NA,NA
Trent Frazier,Illinois,61,0.6111111111111112,36,0.45454545454545453,11,0.18032786885245902,0.05084745762711865,0.2033898305084746
Da'Monte Williams,Illinois,27,0.6,15,0.5,8,0.18518518518518517,0.08,0.28
Coleman Hawkins,Illinois,0,NA,0,NA,0,NA,NA,NA
Kofi Cockburn,Illinois,58,0.5588235294117647,34,0.38461538461538464,13,0.1896551724137931,0.07272727272727272,0.16363636363636364
D.J. Burns Jr.,Winthrop,0,NA,0,NA,0,NA,NA,NA
Josh Corbin,Winthrop,0,NA,0,NA,0,NA,NA,NA
Michael Anumba,Winthrop,29,0.5,18,0.5,6,0.27586206896551724,0.11538461538461539,0.3076923076923077
Keyshawn Hunter,Winthrop,0,NA,0,NA,0,NA,NA,NA
Chandler Vaudrin,Winthrop,48,0.4230769230769231,26,0.25,12,0.1875,0.0851063829787234,0.1702127659574468
Kelton Talford,Winthrop,0,NA,0,NA,0,NA,NA,NA
Kyle Zunic,Winthrop,25,0.4666666666666667,15,0.16666666666666666,6,0.24,0.08695652173913043,0.2608695652173913
Charles Falden,Winthrop,18,0.4444444444444444,9,0.2,5,0.16666666666666666,0.058823529411764705,0.11764705882352941
Russell Jones Jr.,Winthrop,0,NA,0,NA,0,NA,NA,NA
Toneari Lane,Winthrop,0,NA,0,NA,0,NA,NA,NA
Adonis Arms,Winthrop,0,NA,0,NA,0,NA,NA,NA
Jamal King,Winthrop,18,0.4,10,0,5,0.16666666666666666,0.05,0.25
Chase Claxton,Winthrop,30,0.23076923076923078,13,0.3333333333333333,12,0.23333333333333334,0.03571428571428571,0.25
Tom Pupavac,Winthrop,0,NA,0,NA,0,NA,NA,NA
Nate Buss,Winthrop,0,NA,0,NA,0,NA,NA,NA
Noah Frederking,Evansville,46,0.44,25,0.1,10,0.21739130434782608,0.2,0.08888888888888889
Iyen Enaruna,Evansville,0,NA,0,NA,0,NA,NA,NA
Jax Levitch,Evansville,0,NA,0,NA,0,NA,NA,NA
Evan Kuhlman,Evansville,16,0.25,8,0.5,2,0.375,0.06666666666666667,0.06666666666666667
Peace Ilegomah,Evansville,0,NA,0,NA,0,NA,NA,NA
Shamar Givance,Evansville,46,0.46153846153846156,26,0.2,10,0.17391304347826086,0.13043478260869565,0.06521739130434782
Devan Straub,Evansville,1,1,1,NA,0,0,0,0
Gage Bobe,Evansville,0,NA,0,NA,0,NA,NA,NA
Trey Hall,Evansville,0,NA,0,NA,0,NA,NA,NA
Alex Matthews,Evansville,0,NA,0,NA,0,NA,NA,NA
Thomasi Gilgeous-Alexander,Evansville,0,NA,0,NA,0,NA,NA,NA
Emmette Page,Evansville,0,NA,0,NA,0,NA,NA,NA
Jawaun Newton,Evansville,28,0.4,15,0.14285714285714285,7,0.2857142857142857,0.18518518518518517,0.1111111111111111
Ed Chang,Missouri,0,NA,0,NA,0,NA,NA,NA
Sean Durugordon,Missouri,0,NA,0,NA,0,NA,NA,NA
Mark Smith,Missouri,47,0.5,26,0.15384615384615385,13,0.1702127659574468,0.14285714285714285,0.08163265306122448
Evan Yerkes,Missouri,0,NA,0,NA,0,NA,NA,NA
Parker Braun,Missouri,0,NA,0,NA,0,NA,NA,NA
Jordan Wilmore,Missouri,0,NA,0,NA,0,NA,NA,NA
Drew Buggs,Missouri,0,NA,0,NA,0,NA,NA,NA
Dru Smith,Missouri,61,0.4,30,0.14285714285714285,14,0.2459016393442623,0.109375,0.0625
Xavier Pinson,Missouri,38,0.4375,16,0.21428571428571427,14,0.18421052631578946,0.05714285714285714,0.05714285714285714
Jeremiah Tilmon,Missouri,30,0.47058823529411764,17,0.16666666666666666,6,0.13333333333333333,0.0967741935483871,0.06451612903225806
Javon Pickett,Missouri,42,0.47368421052631576,19,0.13333333333333333,15,0.14285714285714285,0.075,0.075
Torrence Watson,Missouri,22,0.375,8,0,3,0.4090909090909091,0.09523809523809523,0
Kobe Brown,Missouri,31,0.4444444444444444,18,0,8,0.1935483870967742,0.11764705882352941,0.08823529411764706
Mitchell Smith,Missouri,16,0.6363636363636364,11,0,2,0.25,0.125,0
Michael Flowers,South Alabama,0,NA,0,NA,0,NA,NA,NA
Adam Sizemore,South Alabama,0,NA,0,NA,0,NA,NA,NA
Jamal West,South Alabama,0,NA,0,NA,0,NA,NA,NA
KK Curry,South Alabama,24,0.5833333333333334,12,0.4,10,0.125,0.041666666666666664,0.20833333333333334
Andrew Anderson,South Alabama,0,NA,0,NA,0,NA,NA,NA
Terrence Lewis,South Alabama,0,NA,0,NA,0,NA,NA,NA
John Pettway,South Alabama,0,NA,0,NA,0,NA,NA,NA
Diante Smith,South Alabama,0,NA,0,NA,0,NA,NA,NA
Kayo Goncalves,South Alabama,0,NA,0,NA,0,NA,NA,NA
Tyreke Locure,South Alabama,0,NA,0,NA,0,NA,NA,NA
Sam Iorio,South Alabama,0,NA,0,NA,0,NA,NA,NA
Tyrell Jones,South Alabama,10,0.5,4,0,1,0.2,0,0.375
Zondrick Garrett,South Alabama,0,NA,0,NA,0,NA,NA,NA
Lance Thomas,South Alabama,48,0.4,25,0.2222222222222222,18,0.14583333333333334,0.04,0.14
A.C. Kelly,South Alabama,0,NA,0,NA,0,NA,NA,NA
Sam Hines Jr.,Denver,0,NA,0,NA,0,NA,NA,NA
Robert Jones,Denver,32,0.38461538461538464,13,0.4166666666666667,12,0.21875,0.23333333333333334,0.1
Noah Baylis,Denver,0,NA,0,NA,0,NA,NA,NA
James Sanders IV,Denver,0,NA,0,NA,0,NA,NA,NA
Drake Muller,Denver,0,NA,0,NA,0,NA,NA,NA
