Player,Team,Possessions,2P%,2PA,3P%,3PA,Turnover%,ShootingFoul%,PersonalFoul%
Taelyr Gatlin,Denver,22,0.6363636363636364,11,0.5454545454545454,11,0.13636363636363635,0.14285714285714285,0.19047619047619047
Ryan Heath,Denver,0,NA,0,NA,0,NA,NA,NA
Khalil Johnson,Denver,5,NA,0,1,1,0.4,0,0.2
JaVonni Bickham,Denver,0,NA,0,NA,0,NA,NA,NA
Tristan Green,Denver,27,0.6,10,0.5833333333333334,12,0.1111111111111111,0.18518518518518517,0.1111111111111111
Eric Moenkhaus,Denver,0,NA,0,NA,0,NA,NA,NA
Iseri Palacio,Denver,0,NA,0,NA,0,NA,NA,NA
Korey Hess,Denver,0,NA,0,NA,0,NA,NA,NA
Frank Ryder,Denver,0,NA,0,NA,0,NA,NA,NA
Kobey Lam,Denver,0,NA,0,NA,0,NA,NA,NA
Roscoe Eastmond,Denver,39,0.42105263157894735,19,0.4375,16,0.1794871794871795,0.075,0.175
Seybian Sims,North Dakota,0,NA,0,NA,0,NA,NA,NA
Mitchell Sueker,North Dakota,0,NA,0,NA,0,NA,NA,NA
Andrew Bergan,North Dakota,0,NA,0,NA,0,NA,NA,NA
Caleb Nero,North Dakota,0,NA,0,NA,0,NA,NA,NA
Filip Rebraca,North Dakota,57,0.5909090909090909,44,0.42857142857142855,14,0.12280701754385964,0.13333333333333333,0.06666666666666667
Tyree Ihenacho,North Dakota,0,NA,0,NA,0,NA,NA,NA
Brady Danielson,North Dakota,45,0.59375,32,0.4,10,0.17777777777777778,0.06521739130434782,0.08695652173913043
Gertautas Urbonavicius,North Dakota,10,0.6666666666666666,9,0,1,0.1,0.1111111111111111,0.1111111111111111
De'Sean Allen-Eikens,North Dakota,56,0.6428571428571429,42,0.5833333333333334,12,0.125,0.125,0.07142857142857142
Ethan Igbanugo,North Dakota,11,0.5714285714285714,7,0.6666666666666666,3,0.18181818181818182,0,0
Nate Shockey,North Dakota,0,NA,0,NA,0,NA,NA,NA
Bentiu Panoam,North Dakota,0,NA,0,NA,0,NA,NA,NA
Carlos Ramsey Jr.,North Dakota,0,NA,0,NA,0,NA,NA,NA
Odri Dedolli,Mount St. Mary's,0,NA,0,NA,0,NA,NA,NA
Quinton Mincey,Mount St. Mary's,0,NA,0,NA,0,NA,NA,NA
Dakota Leffew,Mount St. Mary's,0,NA,0,NA,0,NA,NA,NA
Josh Reaves,Mount St. Mary's,0,NA,0,NA,0,NA,NA,NA
Frantisek Barton,Mount St. Mary's,0,NA,0,NA,0,NA,NA,NA
Naim Miller,Mount St. Mary's,32,0.5,18,0.3,10,0.1875,0.09090909090909091,0.030303030303030304
Mezie Offurum,Mount St. Mary's,0,NA,0,NA,0,NA,NA,NA
Damian Chong Qui,Mount St. Mary's,56,0.5185185185185185,27,0.26666666666666666,15,0.26785714285714285,0.09433962264150944,0.1320754716981132
Malik Jefferson,Mount St. Mary's,54,0.5555555555555556,27,0.2857142857142857,14,0.25925925925925924,0.14285714285714285,0.14285714285714285
Jalen Jefferson,Mount St. Mary's,0,NA,0,NA,0,NA,NA,NA
Winston Moore,Mount St. Mary's,0,NA,0,NA,0,NA,NA,NA
Nana Opoku,Mount St. Mary's,31,0.4782608695652174,23,0.3333333333333333,9,0.0967741935483871,0.12903225806451613,0.16129032258064516
Chidozie Collin Nnamene,Mount St. Mary's,0,NA,0,NA,0,NA,NA,NA
Jalen Gibbs,Mount St. Mary's,0,NA,0,NA,0,NA,NA,NA
Deandre Thomas,Mount St. Mary's,0,NA,0,NA,0,NA,NA,NA
Isaiah Sulack,Tennessee,0,NA,0,NA,0,NA,NA,NA
Brock Jancek,Tennessee,0,NA,0,NA,0,NA,NA,NA
John Fulkerson,Tennessee,28,0.38461538461538464,13,0.2857142857142857,7,0.32142857142857145,0.1111111111111111,0.14814814814814814
E.J. Anosike,Tennessee,0,NA,0,NA,0,NA,NA,NA
Drew Pember,Tennessee,2,0.5,2,0.5,2,0,0,0.25
Uros Plavsic,Tennessee,0,NA,0,NA,0,NA,NA,NA
Yves Pons,Tennessee,61,0.4,35,0.35,20,0.19672131147540983,0.0967741935483871,0.08064516129032258
Keon Johnson,Tennessee,0,NA,0,NA,0,NA,NA,NA
Kent Gilbert,Tennessee,0,NA,0,NA,0,NA,NA,NA
Josiah-Jordan James,Tennessee,53,0.43333333333333335,30,0.42857142857142855,14,0.22641509433962265,0.07547169811320754,0.07547169811320754
Jaden Springer,Tennessee,0,NA,0,NA,0,NA,NA,NA
Santiago Vescovi,Tennessee,0,NA,0,NA,0,NA,NA,NA
Victor Bailey Jr.,Tennessee,0,NA,0,NA,0,NA,NA,NA
Corey Walker Jr.,Tennessee,0,NA,0,NA,0,NA,NA,NA
Olivier Nkamhoua,Tennessee,31,0.4117647058823529,17,0.46153846153846156,13,0.16129032258064516,0.06666666666666667,0.06666666666666667
Cole Morris,Tennessee,0,NA,0,NA,0,NA,NA,NA
Davonte Gaines,Tennessee,1,0,2,0.3333333333333333,3,0,0.5,0
Chico Carter Jr.,Murray State,15,0.5714285714285714,7,0.5,6,0.2,0.06666666666666667,0.26666666666666666
Justice Hill,Murray State,0,NA,0,NA,0,NA,NA,NA
KJ Williams,Murray State,45,0.48148148148148145,27,0.46153846153846156,13,0.13333333333333333,0.16279069767441862,0.16279069767441862
Nicholas McMullen,Murray State,0,NA,0,NA,0,NA,NA,NA
Matt Smith,Murray State,0,NA,0,NA,0,NA,NA,NA
DaQuan Smith,Murray State,50,0.43333333333333335,30,0.6,15,0.12,0.14893617021276595,0.10638297872340426
Dionte Bostick,Murray State,0,NA,0,NA,0,NA,NA,NA
Jackson Sivills,Murray State,0,NA,0,NA,0,NA,NA,NA
Demond Robinson,Murray State,0,NA,0,NA,0,NA,NA,NA
Brion Whitley,Murray State,0,NA,0,NA,0,NA,NA,NA
Devin Gilmore,Murray State,18,0.6363636363636364,11,0.5,6,0.2222222222222222,0.13333333333333333,0.26666666666666666
Rod Thomas,Murray State,0,NA,0,NA,0,NA,NA,NA
Tevin Brown,Murray State,55,0.46875,32,0.6111111111111112,18,0.14545454545454545,0.125,0.16071428571428573
Ja'Queze Kirby,Murray State,0,NA,0,NA,0,NA,NA,NA
